link,name,popularity,year
http://www.metrolyrics.com/second-guessing-lyrics-rem.html,Second Guessing Lyrics,0,2006
http://www.metrolyrics.com/see-no-evil-lyrics-rem.html,See No Evil Lyrics,0,2006
http://www.metrolyrics.com/selingkar-kasih-lyrics-rem.html,Selingkar Kasih Lyrics,7,2010
http://www.metrolyrics.com/seven-chinese-brothers-lyrics-rem.html,Seven Chinese Brothers Lyrics,0,2006
http://www.metrolyrics.com/shaking-through-lyrics-rem.html,Shaking Through Lyrics,3,2006
http://www.metrolyrics.com/she-just-wants-to-be-lyrics-rem.html,She Just Wants To Be Lyrics,0,2006
http://www.metrolyrics.com/sheherazade-lyrics-rem.html,Sheherazade Lyrics,0,2006
http://www.metrolyrics.com/shiny-happy-people-lyrics-rem.html,Shiny Happy People Lyrics,4,2011
http://www.metrolyrics.com/sing-for-the-submarine-lyrics-rem.html,Sing For The Submarine Lyrics,0,2008
http://www.metrolyrics.com/sitting-still-lyrics-rem.html,Sitting Still Lyrics,0,2011
http://www.metrolyrics.com/so-fast-so-numb-lyrics-rem.html,"So Fast, So Numb Lyrics",0,2006
http://www.metrolyrics.com/so-central-rain-lyrics-rem.html,So. Central Rain Lyrics,1,2011
http://www.metrolyrics.com/so-central-rain-im-sorry-lyrics-rem.html,So. Central Rain (I'm Sorry) Lyrics,0,2016
http://www.metrolyrics.com/southern-central-rain-im-sorry-lyrics-rem.html,Southern Central Rain Lyrics,0,2007
http://www.metrolyrics.com/sponge-lyrics-rem.html,Sponge Lyrics,0,2006
http://www.metrolyrics.com/stand-lyrics-rem.html,Stand Lyrics,3,2003
http://www.metrolyrics.com/star-69-lyrics-rem.html,Star 69 Lyrics,0,2006
http://www.metrolyrics.com/star-me-kitten-lyrics-rem.html,Star Me Kitten Lyrics,0,2006
http://www.metrolyrics.com/staring-down-the-barrel-of-the-middle-distance-lyrics-rem.html,Staring Down the Barrel of the Middle Distance Lyrics,0,2016
http://www.metrolyrics.com/strange-lyrics-rem.html,Strange Lyrics,0,2008
http://www.metrolyrics.com/strange-wire-lyrics-rem.html,Strange (wire) Lyrics,2,2008
http://www.metrolyrics.com/strange-currencies-lyrics-rem.html,Strange Currencies Lyrics,3,2006
http://www.metrolyrics.com/stumble-lyrics-rem.html,Stumble Lyrics,0,2006
http://www.metrolyrics.com/summer-turns-to-high-lyrics-rem.html,Summer Turns To High Lyrics,0,2006
http://www.metrolyrics.com/superman-lyrics-rem.html,Superman Lyrics,2,2006
http://www.metrolyrics.com/supernatural-superserious-lyrics-rem.html,Supernatural Superserious Lyrics,0,2008
http://www.metrolyrics.com/suspicion-lyrics-rem.html,Suspicion Lyrics,0,2006
http://www.metrolyrics.com/swan-swan-h-lyrics-rem.html,Swan Swan H Lyrics,0,2006
http://www.metrolyrics.com/swan-swan-hummingbird-lyrics-rem.html,Swan Swan Hummingbird Lyrics,0,2014
http://www.metrolyrics.com/sweetness-follows-lyrics-rem.html,Sweetness Follows Lyrics,2,2006
http://www.metrolyrics.com/tainted-obligation-lyrics-rem.html,Tainted Obligation Lyrics,0,2006
http://www.metrolyrics.com/talk-about-the-passion-lyrics-rem.html,Talk About The Passion Lyrics,2,2011
http://www.metrolyrics.com/texarcana-lyrics-rem.html,Texarcana Lyrics,0,2016
http://www.metrolyrics.com/texarkana-lyrics-rem.html,Texarkana Lyrics,0,2006
http://www.metrolyrics.com/texarnaka-lyrics-rem.html,Texarnaka Lyrics,0,2006
http://www.metrolyrics.com/that-beat-lyrics-rem.html,That Beat Lyrics,0,2006
http://www.metrolyrics.com/that-someone-is-you-lyrics-rem.html,That Someone Is You Lyrics,1,2011
http://www.metrolyrics.com/the-after-hours-lyrics-rem.html,The After Hours Lyrics,0,2006
http://www.metrolyrics.com/the-apologist-lyrics-rem.html,The Apologist Lyrics,0,2006
http://www.metrolyrics.com/the-ascent-of-man-lyrics-rem.html,The Ascent of Man Lyrics,0,2004
http://www.metrolyrics.com/the-boy-in-the-well-lyrics-rem.html,The Boy In The Well Lyrics,0,2004
http://www.metrolyrics.com/the-final-straw-lyrics-rem.html,The Final Straw Lyrics,0,2004
http://www.metrolyrics.com/the-flowers-of-guatemala-lyrics-rem.html,The Flowers of Guatemala Lyrics,0,2006
http://www.metrolyrics.com/the-great-beyond-lyrics-rem.html,The Great Beyond Lyrics,0,2003
http://www.metrolyrics.com/the-lifting-lyrics-rem.html,The Lifting Lyrics,1,2006
http://www.metrolyrics.com/the-lion-sleeps-tonight-lyrics-rem.html,The Lion Sleeps Tonight Lyrics,0,2006
http://www.metrolyrics.com/the-one-i-love-lyrics-rem.html,The One I Love Lyrics,9,2008
http://www.metrolyrics.com/the-outsiders-lyrics-rem.html,The Outsiders Lyrics,0,2004
http://www.metrolyrics.com/the-sidewinder-sleeps-tonight-lyrics-rem.html,The Sidewinder Sleeps Tonight Lyrics,7,2006
http://www.metrolyrics.com/the-sidewinder-sleeps-tonite-lyrics-rem.html,The Sidewinder Sleeps Tonite Lyrics,3,2003
http://www.metrolyrics.com/the-wakeup-bomb-lyrics-rem.html,The Wake-up Bomb Lyrics,0,2006
http://www.metrolyrics.com/the-wrong-child-lyrics-rem.html,The Wrong Child Lyrics,0,2006
http://www.metrolyrics.com/theme-from-two-steps-onward-lyrics-rem.html,Theme From Two Steps Onward Lyrics,0,2006
http://www.metrolyrics.com/there-she-goes-again-lyrics-rem.html,There She Goes Again Lyrics,0,2006
http://www.metrolyrics.com/these-days-lyrics-rem.html,These Days Lyrics,3,2006
http://www.metrolyrics.com/time-after-time-annelise-lyrics-rem.html,Time After Time (annelise) Lyrics,0,2006
http://www.metrolyrics.com/tired-of-singing-trouble-lyrics-rem.html,Tired Of Singing Trouble Lyrics,0,2006
http://www.metrolyrics.com/tongue-lyrics-rem.html,Tongue Lyrics,0,2006
http://www.metrolyrics.com/tony-thrown-out-lyrics-rem.html,Tony Thrown Out Lyrics,0,2008
http://www.metrolyrics.com/toys-in-the-attic-lyrics-rem.html,Toys In The Attic Lyrics,0,2006
http://www.metrolyrics.com/try-not-to-breathe-lyrics-rem.html,Try Not To Breathe Lyrics,2,2006
http://www.metrolyrics.com/turn-you-insideout-lyrics-rem.html,Turn You Inside-out Lyrics,2,2006
http://www.metrolyrics.com/uberlin-lyrics-rem.html,Uberlin Lyrics,4,2011
http://www.metrolyrics.com/underneath-the-bunker-lyrics-rem.html,Underneath The Bunker Lyrics,0,2006
http://www.metrolyrics.com/undertow-lyrics-rem.html,Undertow Lyrics,0,2006
http://www.metrolyrics.com/until-the-day-is-done-lyrics-rem.html,Until The Day Is Done Lyrics,1,2008
http://www.metrolyrics.com/untitled-lyrics-rem.html,Untitled Lyrics,0,2006
http://www.metrolyrics.com/voice-of-harold-lyrics-rem.html,Voice of Harold Lyrics,0,2006
http://www.metrolyrics.com/wait-lyrics-rem.html,Wait Lyrics,0,2006
http://www.metrolyrics.com/walk-it-back-lyrics-rem.html,Walk It Back Lyrics,0,2011
http://www.metrolyrics.com/walk-unafraid-lyrics-rem.html,Walk Unafraid Lyrics,1,2006
http://www.metrolyrics.com/wall-of-death-lyrics-rem.html,Wall Of Death Lyrics,0,2006
http://www.metrolyrics.com/walters-theme-lyrics-rem.html,Walter's Theme Lyrics,0,2006
http://www.metrolyrics.com/wander-lust-lyrics-rem.html,Wander Lust Lyrics,0,2004
http://www.metrolyrics.com/we-all-go-back-to-where-we-belong-lyrics-rem.html,We All Go Back To Where We Belong Lyrics,0,2011
http://www.metrolyrics.com/we-walk-lyrics-rem.html,We Walk Lyrics,0,2006
http://www.metrolyrics.com/welcome-to-the-occupation-lyrics-rem.html,Welcome To The Occupation Lyrics,0,2008
http://www.metrolyrics.com/wendell-gee-lyrics-rem.html,Wendell Gee Lyrics,0,2006
http://www.metrolyrics.com/west-of-the-fields-lyrics-rem.html,West Of The Fields Lyrics,0,2006
http://www.metrolyrics.com/what-if-we-give-it-away-lyrics-rem.html,What If We Give It Away? Lyrics,0,2006
http://www.metrolyrics.com/whats-the-frequency-lyrics-rem.html,What's The Frequency Lyrics,0,2006
http://www.metrolyrics.com/whats-the-frequency-kenneth-lyrics-rem.html,"What's The Frequency, Kenneth? Lyrics",5,2003
http://www.metrolyrics.com/white-tornado-lyrics-rem.html,White Tornado Lyrics,0,2007
http://www.metrolyrics.com/why-not-smile-lyrics-rem.html,Why Not Smile Lyrics,0,2006
http://www.metrolyrics.com/wichita-lineman-lyrics-rem.html,Wichita Lineman Lyrics,0,2006
http://www.metrolyrics.com/windout-lyrics-rem.html,Windout Lyrics,0,2006
http://www.metrolyrics.com/wolves-lower-lyrics-rem.html,"Wolves, Lower Lyrics",0,2006
http://www.metrolyrics.com/world-leader-pretend-lyrics-rem.html,World Leader Pretend Lyrics,0,2014
http://www.metrolyrics.com/worst-joke-ever-lyrics-rem.html,Worst Joke Ever Lyrics,0,2004
http://www.metrolyrics.com/you-lyrics-rem.html,You Lyrics,0,2006
http://www.metrolyrics.com/you-are-the-everything-lyrics-rem.html,You Are The Everything Lyrics,0,2006
http://www.metrolyrics.com/youre-in-the-air-lyrics-rem.html,You're In The Air Lyrics,0,2006
http://www.metrolyrics.com/zither-lyrics-rem.html,ZITHER Lyrics,0,2007
